,序号,领导,标题,类型,领域,状态,创建日期,详细内容
112,15699302,海淀区委书记王合生,海淀区工商大学东区居委会和物业擅自处理居民停,建言,城建,已办理,2022-08-11 23:49:27,我是海淀区甘家口街道工商大学东区甲四楼的居民。周三发现本人停放在楼下自行车车棚内的电动助力自行车工商大学东区居委会组织物业人员清理车棚，擅自拉走做为废旧自行车统一处理了。上述电动助力自行车是我父亲2020年去世前留给本人的遗物，也一直在使用，只是近两个月没有在使用，成色有七八成新。经多次与居委会沟通，居委会主任一直拒不告知本人车辆被拉走送往何处。并且一直不接我打过去的电话和不回复微信信息。
113,15696499,海淀区委书记王合生,海淀区上庄镇皂甲屯村内堵车,建言,城建,已办理,2022-08-11 17:23:59,尊敬的领导，海淀区上庄镇正在参与创建文明城区的评比工作，村内经常堵车，希望有关部门到村内检查指导一下工作，对村内疑难问题做个调研。
114,15681172,海淀区委书记王合生,皇后店公租房,建言,城建,已办理,2022-08-10 06:20:23,"尊敬的区领导:经上次反应皇后店紫星苑公租房的诸多问题，已得到部分改善，燃气灶目前正在紫星苑小区内进行更换，谢谢海保发的领导和同志们，谢谢！
目前最迫切的是太阳能热水的问题，晴天时出水量和水温只够一个半人用，阴天时几乎就是凉水，电辅助加热打开后是乱码，启动开关失灵，完全不能使用，现在天气逐渐转凉，热水使用得不到保障也是个问题。
请领导和海保发的同志考虑一下怎么解决。
再次表示感谢！谢谢"
115,15675046,海淀区委书记王合生,温泉镇太舟坞水岸家园超市发超市多年扰民,建言,环保,已办理,2022-08-09 12:11:37,海淀区温泉镇太舟坞超市发超市，半夜进货扰民严重，已经多年，沟通多年，该超市都拒绝解决问题，临近超市楼层，累计八年不能开窗户，之前投诉过，有缓解，近期又有反弹。请予以关注，谢谢。
116,15670869,海淀区委书记王合生,退费问题,建言,教育,已办理,2022-08-08 21:52:40,领导您好，我于2021年7月在博*在线教育科技有限公司交3000元报考健康管理师证与博凯教育签订合同，当时承诺说免考并且90天证书就可以拿到手，在网上也可以查到证书信息。但是证书一直没有下来。后经多次和该机构老师沟通，答应退费并于2022年4月7日签订了退费协议，该机构承诺工作日30天退费，可到今日过去3个月了，没有给退费，而且博凯教育的老师微信电话联系不回应，也不接电话。我要求还机构按照协议退还我的血汗钱。谢谢领导在百忙中给老百姓做主。
117,15669306,海淀区委书记王合生,关于公共基础设施有安全隐患的事情,建言,交通,已办理,2022-08-08 18:19:34,地点：海淀区紫竹院南门公交站上方的过街天桥。    时间：18点左右。  现象：走到桥中央时有特别强烈的晃动，类似于上下震动，几乎站不稳了，当时桥上只有我和一个妇女 一个小孩。 本人每日上下班都要走过该桥，这次的现象实属异常，之前从未遇到过，也不会判断出错。
118,15667425,海淀区委书记王合生,收钱不安排学习考试,建言,教育,已办理,2022-08-08 14:58:35,  去年十一月份在**教育报名消防设施操作员，当时说的很好，我觉得首都的教育机构值得信赖，所以就报名了可是报名后却总以各种理由要求追加，一年过去了却迟迟不安排考试，我想退费现在根本联系不上人，好像把我拉黑了，希望领导帮帮我。
119,15659458,海淀区委书记王合生,北下关街道皂君庙2号院城中村问题,建言,城建,已办理,2022-08-07 13:57:40,海淀区皂君庙2号（华杰大厦对面），院内车棚破损严重，道路破损严重，私搭电线，电动车阻碍道路，消防隐患严重！已于年初得到街道答复，说要修缮，拖了半年，情况比以前更加恶劣！希望政府言出必行！
120,15655104,海淀区委书记王合生,冷泉村具体什么规划,建言,城建,已办理,2022-08-06 20:33:53,海淀区西北旺冷泉村，腾退指挥部已经来村里两年了，三产已经腾退基本完成(95%)，宅基地也已经丈量完毕，今年就一直没有任何通知，请问冷泉村具体怎么规划？
121,15644405,海淀区委书记王合生,车辆违停乱放问题,建言,交通,已办理,2022-08-05 12:38:00,永定河永引渠北路，本来是刚修好的路，干净美观。现在长期被违停车辆占道，垃圾遍地，对行人及机动车通行造成了严重的安全隐患。希望交管部门尽快治理，还路于民，而不是沦为停车场。
122,15630972,海淀区委书记王合生,关于HPV疫苗退款事宜,建言,医疗,已办理,2022-08-03 22:06:28,"海淀区委领导您好:
本人于2021年10月24日在北京太*医院预约了四价HPV进口疫苗，并付款3970元（付款截图见附件）。今年4月和5月分别电话联系过太*医院，医院方一直说没有疫苗，并且不能保证何时能开第一针。7月多次打太*官方电话（400818****），电话打不通。
了解到太*医院现在濒临破产，且无法联系上客服退款。因此，恳请海淀区委领导协助联系医院方给我退款，保障消费者合法权益。谢谢。"
123,15613878,海淀区委书记王合生,海淀区温北路、黑龙潭路里面有坑存在安全隐患,建言,城建,已办理,2022-08-02 08:10:40,海淀区温北路和黑龙潭路存在20cm左右的深坑且面积不大，不容易看到，对于双轮摩托车或者电动车都存在极大安全隐患 。这两条路的井盖也深陷到地里大概5-10cm ，也存在安全隐患，麻烦领导帮忙处理，防止出现严重交通事故。
124,15605463,海淀区委书记王合生,社会保险基金管理中心转移接续科电话一直打不通,建言,政务,已办理,2022-08-01 11:33:34,你好，我想投诉社会保险基金管理中心转移接续科电话一直打不通或直接结束。我的养老保险转移一直没办下来，中间少四个月的缴费记录，网上显示已拒绝。因为家不在北京以及疫情的影响，所以只能靠电话联系，奈何电话一直打不通，麻烦领导核实情况，让我尽快办理好业务，辛苦！
125,15593022,海淀区委书记王合生,恶意诱导骗报名费,建言,教育,已办理,2022-07-30 20:15:58,"尊敬的书记：
您好。
我在看到同样是投诉北京**教育科技有限公司的受害者，得到您的帮助成功解决问题后，心生希望，
现将我的情况如实反映：
北京**教育科技有限公司业务员，采用电话与微信的形式销售，在我毫不知情的情况下，说消防操作员考试，很好预约并特别好考过。并承诺在其公司报名课程后就能安排考试，结果4个月过去了，实际情况与销售人员说的一点都不相符。她又改口说是鉴定站安排考试，和她没有关系。问销售人员退费没有人接电话也不回微信。销售人员利用欺诈和诱导消费手段，骗取报名费，没有实现当初的承诺，也不退还费用。请求领导给予帮忙，谢谢！
特附上两张交费凭证
 500元的定金
2980元的尾款。"
126,15592956,海淀区委书记王合生,疫苗费用退回,建言,医疗,已办理,2022-07-30 20:06:16,我给孩子在北京**妇产医院交了3针九价疫苗费用5980元，在2021年11月24日打了第一针后，一直无法约第二第三针，与7月初去医院发现医院因官司问题已经停诊，现把第二第三针给推到航空航天医院需重新交费，**医院办理退费流程，但至今未收到退款大约4000元，请帮忙协助我们进行退费，感谢！
127,15590680,海淀区委书记王合生,紫郡兰园仓储私自改造,建言,城建,已办理,2022-07-30 14:51:37,"紫郡兰园小区地下一层为仓储性质，但开发商卖房时要求一层业主打包购买地下一层的仓储，并承诺可以将每户的4个仓储及中间属于公共区域的过道和两边的采光井都包进自己家，甚至暗示一层客厅可直接通到楼外公共区域绿地，即一层业主可占用绿地为自家花园，并通过绿地上的灌木格子给每家划定了区域。
目前已有多户一层业主在地下一层电梯出门处安装了防盗门，将内部仓储间的隔断打掉，把属于公区的过道和采光井包入自家房子内，并刨开一层地板加设了到地下一层的楼梯，甚至有一家从设备间开好了到公共绿地的小门。不仅占用了公区资源，还给整栋楼的结构安全造成了重大隐患。 恳请相关部门现场走访调查，要求开发商、物业与一层业主严格按照产权性质执行，严禁私搭乱建，尤其是重视承重结构与公共绿地，切实保护居民生命财产安全。"
128,15582885,海淀区委书记王合生,不退费申请维权,建言,教育,已办理,2022-07-29 13:36:46,"2022年4月2日我在北京学**来教育科技有限公司(简称“橙啦”)上报名了公务员一战成功班，缴费3980元。这个网课到2023年12月过期，缴费后能看2021年的往期的课，我看了83节，23年的新课因个人时间原因一节没看过，购课说明上写着，退费扣除看过的课费，退还没看过的课费，最近申请退款，申请后班主任回复我""领导说购课时间长，不予退款”
我认为机构涉嫌虚假宣布，对外宣传一万九千八的课程只要3980就能购买，诱导用户消费。并未签订电子合同，全程也没有提及购买须知条款。
并且在够课说明上，打能退费和不退费的擦边球，损害消费者合计退费的权益。"
129,15582806,海淀区委书记王合生,朱房四街北部片区规划尽快落地,建言,城建,已办理,2022-07-29 13:25:17,朱房四街北部片区规划现已公示，希望加快腾退改造，改善人民居住环境，提高生活质量。#人民建议#
130,15581639,海淀区委书记王合生,增加沁春家园至西小口公园（北园）的道路,建言,城建,已办理,2022-07-29 11:12:58,尊敬的书记：我是沁春家园的小区居民，随着西小口公园的开放，公园设施齐全，绿化美观，满足周边居民特别是老人和孩子的需求，居民的幸福感大大提升，非常感谢政府的谋划。但是目前我小区去公园需绕至悦秀路-四拨子北路，步行约1公里才能到达西小口公园（北园），建议能否在北京城建五公司南侧增加一条至西小口公园（北园）的道路，满足公园西侧居民快速到达公园。目前悦秀路仅为双向两车道（机非混行），每次双向公交车进行会车时都比较困难，建议适当拓宽道路宽度，并加快实施进度。#人民建议#
131,15575873,海淀区委书记王合生,霸洲市东赫庄园房产问题,建言,城建,已办理,2022-07-28 18:05:23,书记您好：本人在2019年7月10日在河北省廊坊市堂二里镇丰林村西（霸洲东赫庄园项目）全款294225元整当时销售说是大产权，并在2021年6月30日交付，可到现在没完工，销售电话也打不通，经核实不是大产权，而且2022年2月27日东赫庄园注册己取消我们平民百姓不知还能找谁，只能请求领导在百忙中帮帮我们即然没按合同交付就退给我们钱款，帮我们讨回血汗养老钱。在此谢谢领导。
132,15573772,海淀区委书记王合生,开课吧请退我血汗钱,建言,教育,已办理,2022-07-28 15:09:48,本人于今年3月份报名开课吧的研究生培训学费共计22800元（花呗分期），开课吧承诺5月开始返还学费，每月返还3800元，共6次返完，到目前为止本人未收到开课吧任何返还费用，并且多次联系培训老师无果，甚至张广深老师直接不回信息，现无力偿还每个月花呗费用，希望寻求帮助。
133,15572730,海淀区委书记王合生,退费难,建言,金融,已办理,2022-07-28 13:14:20,"4月20号通过抖音拍下试听课程后，以支付宝花呗分12期免息，向北京开**科技有限公司付了2880，作为初级会计证书初级实操双翼班学费。4月24日因自身原因已提出了退款要求，所对接的老师也已回复交接财务办理了。可至今去收到退款。期间本人也有催过，5月份的时候说30个工作日，6日底又说7日20日会退，7月20号对接的老师联系不上。

"
134,15570300,海淀区委书记王合生,关于安河家园公租房价格,建言,城建,已办理,2022-07-28 09:44:40,"领导，新一轮的公租房签约开始了，发现几个问题，请海保发或相关部门澄清下:
1.从业主收房按照55.5元每平米，租给住户按照56元每平米，请看下为何涨价？
2.安河家园两居价格基本在5100元每月，相对三年前涨了1500元每月，查看安居客整租两居基本在6000元，和其他任何一个六环内项目无论涨幅还是单价都是高的，甚至相对周边租房价格的差额也很小。

这两年薪资收入本已不高，租价上涨如此之大，对自己的生活工作冲击都很大，望答复，谢谢。"
135,15566970,海淀区委书记王合生,教育机构恶意拖时间未按约定进行退费,建言,教育,已办理,2022-07-27 21:01:39,2022.2.21在贵州省贵阳市中。教育（总部北京市海淀区）报名公务员考试班，后于2022.5.20办理退费（北京总部负责退费）承诺45日内退款到账，至今已两个多月，仍未到账。期间曾与贵州分部与北京总部多次联系，一直踢皮球。家里情况最近不好，急需这笔钱，和他们说了也一直没有结果。希望能让学校这几天给我退款，我这样的情况不是个例，学校完全不理会学生家里情况如何，完全不存在人性化，也可以任何效率可言，从分部到总部所有人都不作为。学生的钱也是家长或者学生自己辛辛苦苦赚来的，学校作为教育机构理应以人为本，但是这样的学校，这样的服务与工作态度，需要咱们的政府领导引起一点点重视。
136,15563496,海淀区委书记王合生,投诉考研机构不退费,建言,教育,已办理,2022-07-27 15:12:43,本人于2021年7月在北京海*考研培训机构报名2022届特别vip协议营（复试班），付款50000元，协议规定未过国家初试线全额退款。调剂系统已关闭近三个月，审核资料递交两个月，海*机构高层张锐一直不予通过，目前已经超过协议规定的退费时间。学生实在没有别的办法，家在偏远外地，疫情期间不方便实地追讨退款，希望领导能帮助学生追讨学费，万分感激。
137,15561282,海淀区委书记王合生,西三旗教育资源,建言,教育,已办理,2022-07-27 11:30:11,从2019年5月教育大会召开到2022年7月，海淀区先后出台了两份关于集团化办学的重量级文件，即区政府下发的《关于推进中小学集团化办学的实施意见》和区教委、区财政局联合印发的《集团化办学专项支持经费管理办法》。《意见》从布局、机制、人事、经费、资源等五方面提出要求。《管理办法》则明确设立集团化办学专项支持经费，用于支持集团校发展。以此为标志，我区集团化办学逐步走向规范，更加有章可循，有规可依。目前，海淀区共建立36个教育集团，涉及140余个校址，涵盖100余所成员校，19万余名中小学生在教育集团内就读。#人民建议#
138,15558745,海淀区委书记王合生,北京市57中校额到校名额如何分配,建言,教育,已办理,2022-07-27 07:16:53,尊敬的领导，您好！北京市57中今年优质校额到校总校是81人，分校18人。想咨询一下在总校上学的学生享受81个指标，在上庄分校享受18个指标吗？如果不将两个学校的校额到校分开对待的话，那对上庄校区的学生就是不公平。目前57中两个校区的教育资源不太均衡，上庄校区要落后于总校，想知道上庄分校学籍每年有多少学生参与上庄分校校额到校分配。总校学籍又有多少学籍的学生参与校额到校分配。学校又是如何操作的，请求公开相关信息。
139,15557315,海淀区委书记王合生,希望中关村科学城规划馆尽快对社会开放,建言,城建,已办理,2022-07-26 22:18:49,群众很期待能看到精美的规划设计，请问什么时候对社会开放
140,15532832,海淀区委书记王合生,马连洼金地花卉大观园拆迁后可以新建中学吗？,建言,城建,已办理,2022-07-23 14:42:51,"马连洼金地花卉大观园目前已经拆迁。
马连洼附近居住的孩子很多，目前附近中学教育（含初中和高中）资源较少，因此，建议在该拆迁片区新建优质中学（含初中和高中），为祖国的花朵们创造良好的教育环境。"
141,15527804,海淀区委书记王合生,关于海淀区商业更新建议,建言,城建,已办理,2022-07-22 22:49:35,"尊敬的各位领导：
  我是一名土生土长的海淀人，因此我更清楚海淀的优势和劣势在哪。优势就不多说了，有各种互联网头部企业、各大高校。此次想主要说一下海淀区的劣势。
  商业落后。海淀作为北京的第一经济大区，至今没有拿得出手的商业，我不知道是什么原因造成的，至少从楼市的热潮来看海淀并不缺乏消费能力。
  我是真心迫切地希望政府可以引入一些高端的商业开发商以及项目，我知道海淀目前有大悦城和万象汇这些在建项目，但是目前来看这些也只是社区级商业，完全无法像三里屯商圈和国贸商圈一样吸引全市其他区的市民来消费，海淀作为经济第一大区我不认为招商会很困难，所以建议吸引如华润的万象城项目以及新鸿基、九龙仓、太古集团和香港置地等高品质开发商来配合海淀的城市更新，给海淀区乃至北京市带来一个全新的样貌。
望领导参考。"
142,15502986,海淀区委书记王合生,是否可以沿北清路开设公交线路,建言,交通,已办理,2022-07-20 21:19:11,北部三城联络线已经写入2035规划，说明北清路沿线的交流也日益密切，目前家住昌平未来科学城附近，但办公地点在海淀永丰，每天沿北清路通勤，但目前无此沿线班车，只能生命科学园中转，18公里需要1:30以上，效率很低，望领导优化线路，节约通勤时间，谢谢
143,15497728,海淀区委书记王合生,海淀温泉体育中心的游泳馆预约难，电话打不通,建言,文娱,已办理,2022-07-20 13:39:42,"海淀温泉体育中心的游泳预约电话6242****（电话号码来源于大众点评网）永远打不通，经常是早上就背了游泳装备，就因为一天都没有打通电话，生生的又要把装备带回家，因为没！游！上！也是因为电话打不通，更没有办法提前预约，这样一来，大大降低了运动的热情和频率，也违背了中央提倡大力发展全民健身的初衷。
现在公众号，小程序十分便捷，私人健身房、瑜伽馆等小微企业都开设了公众号、小程序的预约功能，为什么海淀温泉体育中心会采用打电话预约、人工记录领号这种传统又古老的方式呢，真的很令人费解，这种行为方式也拉低了整个海淀区政务服务水平，毕竟他的主管单位是区政府的相关单位。
恳请海淀区相关单位和部门加强全民健身服务体系建设，提高全民健身服务水平，并对投入使用的体育健身场所的管理水平、服务质量进行监管与提升，尽量杜绝这种拉低政务服务水平的行为出现。同时，尽快督促海淀温泉体育中心的主管单位，加快推进温泉体育中心公众号与小程序的研发进程，与其他区的相关单位进行对标对表，切实解决预约难，难预约的问题。"
144,15496349,海淀区委书记王合生,线上打印医保提示在海淀区转出存在未完结业务不,建言,医疗,已办理,2022-07-20 11:34:35,领导您好 我在线上北京社保服务网站打印医保凭证 提示我在海淀区存在未完结业务，不允许在次打印，本人2021年8月—6月在北京交医保交了10个月，现想转回沈阳本地，但是提示医保凭证不能打印，给人工客服01012333打电话一直都大不通，在百度上搜海淀区社保局电话，打了好几个电话但一直都打不通，也不知道应该找谁去了，希望领导帮忙解决，呜呜呜，谢谢领导了。
145,15491188,海淀区委书记王合生,月清路停车管理混乱，建议改为电子收费,建言,交通,已办理,2022-07-19 21:44:30,"月清路路侧停车场是由万基创联停车管理公司、学知园部分业主通过欺骗手段，获得了学院路街道盖章、海淀区交通委备案。虽然备案手续符合形式要求，但海淀区交通委未进行实质审查。

近3个月来，月清路路侧停车场停车混乱，停车管理员为了增加停车收入，无视停车车位划线、允许随意停车，严重影响行人、非机动车通行，安全隐患巨大。


附图是近期照片。
这辆车隔三岔五地停在大路中央，靠近月清路西口位置。

但停车管理员完全无视！

月清路停车管理混乱，建议取缔月清路路侧停车场备案、并尽快实施电子停车收费！"
146,15488309,海淀区委书记王合生,公租房年收入限制不合理,建言,城建,已办理,2022-07-19 16:54:08,"我申请的公租房已经住了几年，前段时间公租房资格复核,因为年收入稍超了一点,就要求我申请中止资质。
北京公租房收入要求为3人以下年收入10万,但对于婚后2人都有收入的情况下,10万折合成月收入2人加一起只有8300,完全不够北京的正常开销。
而且，希望加强对申请者的实际经济情况深入调查下，不要光看纸面文件。
麻烦制定标准的人去认真体会下，家庭年收入10万以下是什么样的生活水平？真实收入如我们10万上下的，出门只能公共交通工具，孩子绝对不敢生，各种聚会、娱乐是没有的。
在北京人均收入都快近万的情况下,公租房年收入却一直卡在10万上,这个收入标准11年定的,10多年都没有提高 ,呼吁政府提高公租房年收入要求。
申请公租房的三个条件，收入这一条卡的太死，其他几条又放的太松。 
"
147,15476052,海淀区委书记王合生,金隅凤栖家园配套小学建设,建言,教育,已办理,2022-07-18 17:08:28,"尊敬的领导您好：
关于共有产权房金隅凤栖家园配套小学的建设，能否加快进度，保证2023年9月投入使用？2023年北京幼升小人数达到最高峰，抓紧新小学的建设、增加清河学区学位，可以有效缓解2023年幼升小的压力；同时也能保障金隅凤栖家园和附近小区的孩子就近入学。提供充足学位保障孩子入学是基础，但对于我们这种二胎、双职工家庭，接送孩子是否便利也是非常实际的问题。现在国家鼓励生育三胎，我们也看到政府在推进一系列配套政策予以支持，希望海淀政府能够看到我们金隅凤栖家园业主的难处，加快配套小学的建设，保证小学2023年9月投入使用。
如2023年无法投入使用，将有很大一批购房者的适龄儿童不得不在其他区域入学，凤栖家园交房后还要面临转学的一系列问题，转学也会给区教委带来很多咨询和投诉问题，如果配套小学2023年来不及投入使用，2024年配套小学能否也招收二、三年级的学生，供购房者的孩子可以顺利转学。"
148,15469560,海淀区委书记王合生,北京水务局,建言,医疗,已办理,2022-07-18 09:02:37,"北京水务局管理的北京**医院，病理科工作人员太闲了，常年迟到早退，有时候一天工作一两个小时，就关门了，病理科主任能不能管一下
请水务局核查。"
149,15446071,海淀区委书记王合生,开课吧欺骗消费者，不按合同时间返还学费,建言,教育,已办理,2022-07-15 16:31:01,北京开课吧科技有限公司，统一社会信用代码91110108599666975D。我于2021年8月15日报名《公共卫生专硕定向协议班规划福利0430》和2022年2月25日报名开课吧《双节钜惠班（后端）》奖学金班课程，并与开课吧签署合同。 合同明文规定，按照课程交付之日起的六个月内每月观看课程视频出勤率市场占该月课程总时长60%及以上，于次月月底返回的学费1/6到我的银行账户。我个人按要求全部完成要求。但直到今天（2022年7月15日）为止，并没有收到任何打款，四月底应该是返回我的第一次费用就开始拖延。 分配给我的班班还告知我因疫情要5月底才能到款，但至今我没有收到任何返款。我要求开课吧立即返还合同规定的第一二三个月学费返还我13900元或直接解除合约返我25800元。。
150,15445170,海淀区委书记王合生,希望海淀区地下健身房尽快恢复营业,建言,文娱,已办理,2022-07-15 15:22:29,书记好，建议恢复地下健身场所的营业权限，理由有二：北京已无新增病例，防疫风险极低；暑期炎热，地下健身场所能够为居民提供一个相对凉爽的运动场所。谢谢
151,15432973,海淀区委书记王合生,关于东升镇朱房地区城中村改进,建言,城建,已办理,2022-07-14 14:34:43,东升镇北部片区及朱房地区是海淀区为数不多的城中村，这里数十年来饱受环境恶劣，交通拥堵，生存条件差的诟病。 海淀区与东升镇政府应当加快推进东升镇北部片区及朱房地区规划项目的落地实施。满足村民对美好生活的向往。
152,15431193,海淀区委书记王合生,拥有北京工作居住，在海淀租房，孩子幼升小,建言,教育,已办理,2022-07-14 11:56:39,在北京打拼多年，拥有北京工作居住，在海淀租房，孩子幼升小，需占用房东学位，房东自家也需要用，怎么办？要去原籍上学吗？及时更换住房也来不及了，占用学位一般都好几万块钱去购买，对于二胎家庭，确实压力很大，恳请区领导对于非京籍的生源多一份关爱，哪怕随机分配学校也行，只有孩子有学上就行，感谢领导关注
153,15384669,海淀区委书记王合生,海淀区地下健身场所建议开放,建言,文娱,已办理,2022-07-10 10:52:06,海淀区地下全部设施已经开放，仅仅限制健身房，感觉没有必要了，因为大多地下场所通风都有问题，现在已经开放的地下场所（如：餐饮、超市等）人口也一样密集（地上也一样），单独限制健身房真没必要。
154,15352306,海淀区委书记王合生,建议,建言,城建,已办理,2022-07-07 09:20:16,四环辅路路口，大量非机动车左转，少量机动车直走形成交叉且没有红绿灯，已经目睹多次机动车与非机动车相撞事故，很危险。由南至北的四环辅路同样有该问题。建议高峰时期加交警指挥。
155,15351257,海淀区委书记王合生,建议642路公交车在稻香湖路地铁站设置公交站,建言,交通,已办理,2022-07-07 07:52:47,642路公交线路作为连接昌平和海淀的重要交通线路，且稻香湖路地铁站作为翠湖自贸区的重要交通枢纽。但目前642经过稻香湖路地铁站却没有公交站点，附件两处站点到地铁要步行1公里左右，建议在此处增设公交站点，解决居民优质出行。1、翠湖自贸区企业很多，多数公司在稻香湖地铁站设有接驳车，642公交车此处设置站点方便换乘出行；2、方便居民乘坐16号线地铁进入市区。
156,15344765,海淀区委书记王合生,门头馨园路道路停车问题,建言,城建,已办理,2022-07-06 16:39:33,敬爱的领导，我是家住海淀区四季青镇门头村的村民，随着海淀区城市生活水平的提高，住房和路口都有很大提高。但是，总有些不和谐的地方让人烦恼。门头馨园附近有两个大的公园，绿化非常好，可路周围现在已然成了露天停车场，道路两边长时间停泊着私家车、旅行大巴、校车、和各种施工车辆，占据了自行车道；而且早晚高峰时间，更有甚者会把车停到道路中央，严重阻碍了交通。而且，个别人会把车停在小区的消防通道门口，一旦发生火灾后果不堪设想。希望有关部门加强监管。恢复道路本来的使命。
157,15330221,海淀区委书记王合生,海淀幸福里就近入学诉求,建言,教育,已办理,2022-07-05 15:40:02,"尊敬的领导：您好。我是海淀幸福里的业主。2022年幸福里的适龄儿童参加了上庄西北旺学区幼升小登记入学，多名儿童被派位到了离幸福里三公里多远的中关村三小科技园分校，而无法就读家门口的清华附中永丰学校。据悉，清华附中永丰学校今年搬迁新址，原本可以容纳幼升小生源8个班，但今年实际只招收4个班。2023年，清华附中永丰学校周边的新小区幸福里、瑞泽家园将有大量的业主入住，会出现大量的幼升小入学及小学转学需求。为避免出现大量学生无法就近入学的问题，请相关部门敦促清华附中永丰学校提供充足的学位，达到原本新校址硬件水平8个班的配置。
"
158,15313633,海淀区委书记王合生,海淀区屯佃村属于不保留村，何时启动拆迁？,建言,城建,已办理,2022-07-04 11:29:54,海淀区屯佃村属于不保留村，何时启动拆迁？
159,15238105,海淀区委书记王合生,拖欠奖励金,建言,城建,已办理,2022-06-27 20:36:25,本人于去年八月在开x吧承诺是听课打卡完成后全额退款，报了开x吧nlp相关奖学金班，结课已经3个多月，一直拖欠不返款，还剩4千多没返，教务老师让找班主任，现在相关工作人员班主任已经处于失联状态，官方电话也无人接听
160,15237801,海淀区委书记王合生,无限期延迟返款,建言,城建,已办理,2022-06-27 20:06:59,我在2021年8月28日报了开x吧的三门课程共计77400元没有贷款，已按照合同的要求完成打卡任务，但是开x吧没有在合同的约定时间返款，无限期的拖延返款，目前总计有17200还没有返款，请求领导帮忙做主， 把我的钱立刻返给我..
161,15207006,海淀区委书记王合生,小学五年级，转学海淀,建言,城建,已办理,2022-06-24 20:10:03,您好，我的孩子现在小学五年级，目前就读于北京朝阳区某小学。我和我爱人在海淀稳定工作多年，我爱人在海淀社保十年以上，我有连续3年的海淀社保，并且下月可以办出海淀区工作居住证，请问下可以转学到海淀区吗？盼回复。
162,15204873,海淀区委书记王合生,建议细化幼升小派位政策,建言,教育,已办理,2022-06-24 16:32:27,"尊敬的书记，您好！
       我是一名海淀区京籍家长，恳请教委的调剂政策能考虑二孩家庭的上学问题，尽可能安排多孩家庭在同一所或比较近的学校上学。这也有利于缓解社会交通压力，并减轻孩子们上学长途跋涉，减少路上出现风险的可能性。   
       最后建议：在符合政策总体导向的前提下，对于入学划片政策进行局部调优。以使得相关安排更加井然有序。"
163,15154719,海淀区委书记王合生,北京海淀区东升实验小学离高压电线接近50米,建言,教育,已办理,2022-06-20 16:57:30,"北京海淀区东升实验小学离高压电线实地测算也就50米左右，比较担心学习孩子们的安全情况和身体健康；一方面离高压线太近存在漏电等风险，下雨天同样有安全隐患；另外一方面高压线的辐射和对身体的影响尚未有证据正事（总归不会是积极影响）

希望领导能考虑到祖国的花朵安全和健康，可以考虑附近高压线入地等规划，谢谢领导！"
164,15143855,海淀区委书记王合生,豪柏公寓无法就近入学，附近新建小学不公开招生,建言,教育,已办理,2022-06-19 17:40:42,"领导好！我是豪柏公寓的业主。我想反映豪柏公寓的孩子无法就近入学的问题。目前豪柏公寓划片属于紫竹院学区的花园村二小，而该小学的低年级部离豪柏公寓距离2公里，上学过程需经过数个马路，非常不便。
而家门口的海淀实验小学（紫竹院校区）已经竣工，业主们无不为孩子们能在家门口上学而欢欣鼓舞。然而该学校竟在2022年度招生过程中，违背教委的就近入学原则，没有公示划片小区，随意接收远在2.5公里以外的阜成路校区调剂生源，而不招收仅200米之远的豪柏公寓生源，我认为这个安排非常不合理。
希望海淀实验小学（紫竹院校区）能够按照学校就近招生，学生就近入学的原则，公示划片小区和入学顺序。
谢谢！"
165,15125653,海淀区委书记王合生,翠微小学今年减少1年级新生招生,建言,教育,已办理,2022-06-17 18:02:38,根据翠微小学招生简章，今年一年级计划招生仅16个班，是2018年以来历年招生班数最少的，比20年少4个班。今年恰逢我国生育高峰，翠微片区幼升小学生人数陡增，目前招生班数和上学人数不匹配。第二，翠微片区位于羊坊店学区西北角，与其他学校路程较远，如距离羊中心、羊四、羊五通勤距离在4公里以上，通勤时间需要半小时以上，与国家、北京市教委倡导的“就近入学”首要原则相悖。希望市委市政府、教委关注翠微片区小学就近上学困难，予以统筹解决。
166,15033654,海淀区委书记王合生,外省毕业生党组织关系接受,建言,城建,已办理,2022-06-09 23:20:57,"本人2022届毕业生系甘肃省天水市甘谷县户籍人员，工作单位北京高能时代环境技术股份有限公司，目前该企业未建立毕业生党员党组织，因此我现在不清楚党组织应该转往何处。
我急切想知道我的党组织关系具体应该转到哪里？作为一名党员，希望快速找到组织，不因工作变动影响党组织关系转移。非常感谢！"
167,15028363,海淀区委书记王合生,请求海淀区二孩同校政策尽快落地,建言,教育,已办理,2022-06-09 15:41:12,"领导您好！
    我家老大目前在上地实验学校小学部就读，是派位进去的。两年后老二幼升小，如果按照目前政策派位到上地实验学校小学部的概率太小了。孩子爸爸是军人长期不在家，四老已经70多岁了，很难担负接送孩子的任务，妈妈一个人同时接送两个孩子的话，实在是有困难，恳请海淀教委领导考虑下二胎家庭的实际困难，实施二孩同校政策！"
168,15015441,海淀区委书记王合生,"
【上地七街与信息路交叉路口交通改造】",建言,交通,已办理,2022-06-08 16:23:59,"
领导你好，上地七街与信息路交叉路口交通改造印象中已经持续接近两年了，附近交通量大，每天交通高峰时非常拥堵，很影响出行，麻烦督促下工期和施工进度，尽可能减小对附近交通的影响#人民建议#"
